As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Jan 05, 2007",218.20,37.64,--,"14,793,750.00"
"Jan 04, 2007",217.26,37.48,--,"14,793,750.00"
"Jan 03, 2007",217.23,37.48,--,"14,793,750.00"
"Dec 29, 2006",212.48,36.68,--,"14,793,750.00"
"Dec 28, 2006",210.38,36.32,--,"14,737,500.00"
"Dec 27, 2006",209.23,36.12,--,"14,737,500.00"
"Dec 26, 2006",207.69,35.84,--,"14,737,500.00"
"Dec 22, 2006",208.13,35.92,--,"14,737,500.00"
"Dec 21, 2006",207.58,35.84,--,"14,737,500.00"
"Dec 20, 2006",207.29,35.80,0.78,"14,737,500.00"
"Dec 19, 2006",202.36,35.72,--,"14,737,500.00"
"Dec 18, 2006",208.09,36.72,--,"14,737,500.00"
"Dec 15, 2006",209.94,37.04,--,"14,625,000.00"
"Dec 14, 2006",207.09,36.56,--,"14,625,000.00"
"Dec 13, 2006",208.26,36.76,--,"14,625,000.00"
"Dec 12, 2006",210.12,37.08,--,"14,625,000.00"
"Dec 11, 2006",211.75,37.36,--,"14,381,250.00"
"Dec 08, 2006",211.06,37.24,--,"13,931,250.00"
"Dec 07, 2006",211.17,37.28,--,"13,818,750.00"
"Dec 06, 2006",210.40,37.16,--,"13,312,500.00"
"Dec 05, 2006",208.35,36.80,--,"13,312,500.00"
"Dec 04, 2006",204.13,36.04,--,"13,312,500.00"
"Dec 01, 2006",204.63,36.12,--,"13,312,500.00"
"Nov 30, 2006",203.33,35.92,--,"13,312,500.00"
"Nov 29, 2006",199.25,35.20,--,"12,843,750.00"
"Nov 28, 2006",197.12,34.84,--,"12,318,750.00"
"Nov 27, 2006",199.80,35.32,--,"12,018,750.00"
"Nov 24, 2006",198.15,35.00,--,"12,018,750.00"
"Nov 22, 2006",193.83,34.28,--,"12,018,750.00"
"Nov 21, 2006",192.29,34.00,--,"12,018,750.00"
"Nov 20, 2006",191.67,33.88,--,"12,018,750.00"
"Nov 17, 2006",192.78,34.08,--,"12,018,750.00"
"Nov 16, 2006",191.78,33.92,--,"12,018,750.00"
"Nov 15, 2006",191.08,33.80,--,"12,018,750.00"
"Nov 14, 2006",191.85,33.92,--,"11,643,750.00"
"Nov 13, 2006",190.12,33.64,--,"11,643,750.00"
"Nov 10, 2006",189.83,33.56,--,"11,643,750.00"
"Nov 09, 2006",189.00,33.44,--,"11,643,750.00"
"Nov 08, 2006",187.04,33.08,--,"11,643,750.00"
"Nov 07, 2006",186.06,32.92,--,"11,643,750.00"
"Nov 06, 2006",183.37,32.44,--,"11,643,750.00"
"Nov 03, 2006",184.96,32.72,--,"11,643,750.00"
"Nov 02, 2006",184.40,32.60,--,"11,643,750.00"
"Nov 01, 2006",183.21,32.40,--,"11,643,750.00"
"Oct 31, 2006",183.01,32.36,--,"11,643,750.00"
"Oct 30, 2006",182.94,32.36,--,"10,818,750.00"
"Oct 27, 2006",182.68,32.32,--,"10,818,750.00"
"Oct 26, 2006",180.01,31.84,--,"10,818,750.00"
"Oct 25, 2006",179.16,31.72,--,"10,818,750.00"
"Oct 24, 2006",179.16,31.72,--,"10,818,750.00"
"Oct 23, 2006",179.16,31.72,--,"10,818,750.00"
"Oct 20, 2006",179.16,31.72,--,"10,818,750.00"
"Oct 19, 2006",179.26,31.72,--,"10,818,750.00"
"Oct 18, 2006",178.76,31.64,--,"10,575,000.00"
"Oct 17, 2006",178.87,31.64,--,"10,575,000.00"
"Oct 16, 2006",179.94,31.84,--,"10,575,000.00"
"Oct 13, 2006",180.05,31.88,--,"10,575,000.00"
"Oct 12, 2006",177.89,31.48,--,"10,575,000.00"
"Oct 11, 2006",176.67,31.28,--,"10,575,000.00"
"Oct 10, 2006",176.34,31.20,--,"10,575,000.00"
"Oct 09, 2006",176.29,31.20,--,"10,575,000.00"
"Oct 06, 2006",176.86,31.32,--,"10,575,000.00"
"Oct 05, 2006",176.34,31.20,--,"10,575,000.00"
"Oct 04, 2006",175.06,31.00,--,"10,631,250.00"
"Oct 03, 2006",176.03,31.16,--,"10,631,250.00"
"Oct 02, 2006",176.19,31.20,--,"10,631,250.00"
"Sep 29, 2006",175.88,31.12,--,"10,743,750.00"
"Sep 28, 2006",176.56,31.24,--,"11,400,000.00"
"Sep 27, 2006",176.16,31.20,--,"11,512,500.00"
"Sep 26, 2006",176.08,31.16,--,"11,512,500.00"
"Sep 25, 2006",175.85,31.12,--,"11,512,500.00"
"Sep 22, 2006",175.86,31.12,--,"11,512,500.00"
"Sep 21, 2006",176.05,31.16,--,"11,512,500.00"
"Sep 20, 2006",174.52,30.88,--,"11,718,750.00"
"Sep 19, 2006",175.52,31.08,--,"11,718,750.00"
"Sep 18, 2006",176.25,31.20,--,"11,718,750.00"
"Sep 15, 2006",175.57,31.08,--,"11,718,750.00"
"Sep 14, 2006",175.24,31.04,--,"11,718,750.00"
"Sep 13, 2006",174.70,30.92,--,"11,718,750.00"
"Sep 12, 2006",174.18,30.84,--,"11,718,750.00"
"Sep 11, 2006",174.98,31.00,--,"11,718,750.00"
"Sep 08, 2006",175.54,31.08,--,"11,906,250.00"
"Sep 07, 2006",176.42,31.24,--,"11,906,250.00"
"Sep 06, 2006",176.28,31.20,--,"12,018,750.00"
"Sep 05, 2006",178.15,31.56,--,"12,018,750.00"
"Sep 01, 2006",176.06,31.20,--,"12,075,000.00"
"Aug 31, 2006",175.04,31.00,--,"12,075,000.00"
"Aug 30, 2006",175.09,31.00,--,"12,075,000.00"
"Aug 29, 2006",174.24,30.84,--,"12,075,000.00"
"Aug 28, 2006",173.64,30.76,--,"12,375,000.00"
"Aug 25, 2006",173.43,30.72,--,"12,375,000.00"
"Aug 24, 2006",172.89,30.64,--,"12,562,500.00"
"Aug 23, 2006",173.18,30.68,--,"12,562,500.00"
"Aug 22, 2006",172.48,30.56,--,"12,562,500.00"
"Aug 21, 2006",172.04,30.48,--,"12,562,500.00"
"Aug 18, 2006",171.82,30.44,--,"12,562,500.00"
"Aug 17, 2006",171.49,30.40,--,"12,562,500.00"
"Aug 16, 2006",170.09,30.12,--,"12,562,500.00"
"Aug 15, 2006",170.98,30.28,--,"13,068,750.00"
"Aug 14, 2006",171.66,30.40,--,"13,068,750.00"
"Aug 11, 2006",171.16,30.32,--,"13,256,250.00"
"Aug 10, 2006",172.14,30.52,--,"13,256,250.00"
"Aug 09, 2006",172.04,30.48,--,"13,256,250.00"
"Aug 08, 2006",171.49,30.40,--,"13,331,250.00"
"Aug 07, 2006",171.35,30.36,--,"13,462,500.00"
"Aug 04, 2006",170.70,30.24,--,"13,462,500.00"
"Aug 03, 2006",169.47,30.04,--,"13,518,750.00"
"Aug 02, 2006",169.70,30.08,--,"13,518,750.00"
"Aug 01, 2006",170.10,30.16,--,"13,518,750.00"
"Jul 31, 2006",170.58,30.24,--,"13,518,750.00"
"Jul 28, 2006",170.19,30.16,--,"13,518,750.00"
"Jul 27, 2006",169.83,30.08,--,"13,518,750.00"
"Jul 26, 2006",169.10,29.96,--,"13,518,750.00"
"Jul 25, 2006",167.45,29.68,--,"13,575,000.00"
"Jul 24, 2006",165.86,29.40,--,"13,706,250.00"
"Jul 21, 2006",167.22,29.64,--,"13,706,250.00"
"Jul 20, 2006",165.85,29.40,--,"13,781,250.00"
"Jul 19, 2006",164.27,29.12,--,"13,781,250.00"
"Jul 18, 2006",164.23,29.12,--,"13,856,250.00"
"Jul 17, 2006",162.74,28.84,--,"14,081,250.00"
"Jul 14, 2006",165.73,29.36,--,"14,456,250.00"
"Jul 13, 2006",169.05,29.96,--,"14,456,250.00"
"Jul 12, 2006",169.45,30.04,--,"14,456,250.00"
"Jul 11, 2006",168.90,29.96,--,"14,643,750.00"
"Jul 10, 2006",169.51,30.04,--,"14,643,750.00"
"Jul 07, 2006",169.29,30.00,--,"14,643,750.00"
"Jul 06, 2006",167.58,29.72,--,"14,775,000.00"
"Jul 05, 2006",169.30,30.00,--,"14,775,000.00"
"Jul 03, 2006",167.71,29.72,--,"14,775,000.00"
"Jun 30, 2006",166.08,29.44,--,"14,887,500.00"
"Jun 29, 2006",164.87,29.24,--,"15,487,500.00"
"Jun 28, 2006",164.19,29.12,--,"15,487,500.00"
"Jun 27, 2006",164.37,29.16,--,"15,487,500.00"
"Jun 26, 2006",163.66,29.04,--,"15,487,500.00"
"Jun 23, 2006",164.23,29.12,--,"15,487,500.00"
"Jun 22, 2006",164.17,29.12,--,"15,487,500.00"
"Jun 21, 2006",162.55,28.84,--,"15,487,500.00"
"Jun 20, 2006",161.83,28.68,--,"15,487,500.00"
"Jun 19, 2006",161.72,28.68,--,"15,487,500.00"
"Jun 16, 2006",163.50,29.00,--,"15,487,500.00"
"Jun 15, 2006",161.18,28.60,--,"15,600,000.00"
"Jun 14, 2006",161.20,28.60,--,"15,937,500.00"
"Jun 13, 2006",163.06,28.92,--,"15,937,500.00"
"Jun 12, 2006",166.45,29.52,--,"15,937,500.00"
"Jun 09, 2006",166.00,29.44,--,"16,012,500.00"
"Jun 08, 2006",166.38,29.52,--,"16,275,000.00"
"Jun 07, 2006",168.02,29.80,--,"16,387,500.00"
"Jun 06, 2006",169.46,30.04,--,"16,893,750.00"
"Jun 05, 2006",171.18,30.36,--,"16,893,750.00"
"Jun 02, 2006",170.69,30.28,--,"17,231,250.00"
"Jun 01, 2006",171.31,30.40,--,"17,231,250.00"
"May 31, 2006",171.00,30.32,--,"17,231,250.00"
"May 30, 2006",171.84,30.48,--,"17,231,250.00"
"May 26, 2006",170.95,30.32,--,"17,231,250.00"
"May 25, 2006",169.24,30.00,--,"17,306,250.00"
"May 24, 2006",170.60,30.24,--,"17,306,250.00"
"May 23, 2006",171.52,30.40,--,"17,512,500.00"
"May 22, 2006",170.47,30.24,--,"18,112,500.00"
"May 19, 2006",174.70,31.00,--,"18,112,500.00"
"May 18, 2006",175.80,31.16,--,"18,112,500.00"
"May 17, 2006",179.22,31.80,--,"18,112,500.00"
"May 16, 2006",178.58,31.68,--,"17,737,500.00"
"May 15, 2006",179.16,31.76,--,"17,362,500.00"
"May 12, 2006",181.05,32.12,--,"17,362,500.00"
"May 11, 2006",181.05,32.12,--,"17,362,500.00"
"May 10, 2006",181.13,32.12,--,"17,362,500.00"
"May 09, 2006",180.79,32.08,--,"16,875,000.00"
"May 08, 2006",180.37,32.00,--,"16,875,000.00"
"May 05, 2006",179.00,31.76,--,"16,387,500.00"
"May 04, 2006",177.24,31.44,--,"16,387,500.00"
"May 03, 2006",176.60,31.32,--,"16,387,500.00"
"May 02, 2006",176.21,31.24,--,"16,012,500.00"
"May 01, 2006",175.13,31.08,--,"16,012,500.00"
"Apr 28, 2006",175.15,31.08,--,"16,012,500.00"
"Apr 27, 2006",174.79,31.00,--,"16,012,500.00"
"Apr 26, 2006",174.34,30.92,--,"16,012,500.00"
"Apr 25, 2006",173.37,30.76,--,"16,012,500.00"
"Apr 24, 2006",172.84,30.68,--,"16,012,500.00"
"Apr 21, 2006",173.46,30.76,--,"16,012,500.00"
"Apr 20, 2006",173.09,30.72,--,"16,012,500.00"
"Apr 19, 2006",172.62,30.64,--,"16,012,500.00"
"Apr 18, 2006",170.96,30.32,--,"16,012,500.00"
"Apr 17, 2006",170.90,30.32,--,"16,012,500.00"
"Apr 13, 2006",170.30,30.24,--,"16,012,500.00"
"Apr 12, 2006",171.50,30.44,--,"15,506,250.00"
"Apr 11, 2006",171.67,30.48,--,"15,506,250.00"
"Apr 10, 2006",171.67,30.48,--,"15,506,250.00"
"Apr 07, 2006",172.00,30.52,--,"15,131,250.00"
"Apr 06, 2006",171.27,30.40,--,"15,131,250.00"
"Apr 05, 2006",171.47,30.44,--,"14,756,250.00"
"Apr 04, 2006",169.12,30.00,--,"14,381,250.00"
"Apr 03, 2006",168.22,29.84,--,"14,381,250.00"
"Mar 31, 2006",167.98,29.80,--,"14,381,250.00"
"Mar 30, 2006",167.81,29.80,--,"14,381,250.00"
"Mar 29, 2006",168.65,29.92,--,"13,893,750.00"
"Mar 28, 2006",168.40,29.88,--,"13,893,750.00"
"Mar 27, 2006",167.72,29.76,--,"13,893,750.00"
"Mar 24, 2006",167.23,29.68,--,"13,893,750.00"
"Mar 23, 2006",167.09,29.68,--,"13,893,750.00"
"Mar 22, 2006",166.56,29.56,--,"13,893,750.00"
"Mar 21, 2006",166.74,29.60,--,"13,893,750.00"
"Mar 20, 2006",166.35,29.52,--,"13,893,750.00"
"Mar 17, 2006",165.87,29.44,--,"13,893,750.00"
"Mar 16, 2006",165.83,29.44,--,"13,893,750.00"
"Mar 15, 2006",165.75,29.44,--,"13,893,750.00"
"Mar 14, 2006",165.30,29.36,--,"13,893,750.00"
"Mar 13, 2006",165.05,29.32,--,"13,893,750.00"
"Mar 10, 2006",164.93,29.28,--,"13,893,750.00"
"Mar 09, 2006",164.72,29.24,--,"13,706,250.00"
"Mar 08, 2006",163.16,28.96,--,"13,706,250.00"
"Mar 07, 2006",163.37,29.00,--,"13,706,250.00"
"Mar 06, 2006",163.31,29.00,--,"13,706,250.00"
"Mar 03, 2006",164.29,29.16,--,"13,706,250.00"
"Mar 02, 2006",164.58,29.24,--,"13,462,500.00"
"Mar 01, 2006",164.47,29.20,--,"13,462,500.00"
"Feb 28, 2006",165.21,29.32,--,"13,462,500.00"
"Feb 27, 2006",164.78,29.28,--,"13,462,500.00"
"Feb 24, 2006",164.14,29.16,--,"13,462,500.00"
"Feb 23, 2006",164.66,29.24,--,"13,462,500.00"
"Feb 22, 2006",163.55,29.04,--,"13,462,500.00"
"Feb 21, 2006",163.77,29.08,--,"13,462,500.00"
"Feb 17, 2006",163.80,29.08,--,"13,462,500.00"
"Feb 16, 2006",164.13,29.12,--,"13,462,500.00"
"Feb 15, 2006",163.84,29.08,--,"13,387,500.00"
"Feb 14, 2006",163.72,29.08,--,"13,143,750.00"
"Feb 13, 2006",163.17,28.96,--,"13,143,750.00"
"Feb 10, 2006",162.51,28.84,--,"13,143,750.00"
"Feb 09, 2006",162.65,28.88,--,"13,143,750.00"
"Feb 08, 2006",161.93,28.76,--,"13,143,750.00"
"Feb 07, 2006",162.73,28.88,--,"13,143,750.00"
"Feb 06, 2006",163.74,29.08,--,"12,712,500.00"
"Feb 03, 2006",163.01,28.96,--,"12,450,000.00"
"Feb 02, 2006",159.60,28.36,--,"12,450,000.00"
"Feb 01, 2006",159.60,28.36,--,"12,450,000.00"
"Jan 31, 2006",159.60,28.36,--,"12,450,000.00"
"Jan 30, 2006",159.60,28.36,--,"12,450,000.00"
"Jan 27, 2006",159.60,28.36,--,"12,243,750.00"
"Jan 26, 2006",159.71,28.36,--,"12,093,750.00"
"Jan 25, 2006",158.98,28.24,--,"12,093,750.00"
"Jan 24, 2006",158.52,28.16,--,"11,831,250.00"
"Jan 23, 2006",157.45,27.96,--,"11,831,250.00"
"Jan 20, 2006",157.70,28.00,--,"11,831,250.00"
"Jan 19, 2006",157.34,27.96,--,"11,831,250.00"
"Jan 18, 2006",156.52,27.80,--,"11,831,250.00"
"Jan 17, 2006",157.98,28.08,--,"11,831,250.00"
"Jan 13, 2006",159.07,28.28,--,"11,831,250.00"
"Jan 12, 2006",158.98,28.24,--,"11,831,250.00"
"Jan 11, 2006",158.38,28.16,--,"11,831,250.00"
"Jan 10, 2006",158.94,28.24,--,"11,831,250.00"
"Jan 09, 2006",158.94,28.24,--,"11,962,500.00"
"Jan 06, 2006",158.36,28.16,--,"11,962,500.00"
"Jan 05, 2006",157.22,27.96,--,"11,962,500.00"
"Jan 04, 2006",155.15,27.56,--,"11,962,500.00"
"Jan 03, 2006",153.98,27.36,--,"11,962,500.00"
"Dec 30, 2005",154.93,27.52,--,"11,962,500.00"
"Dec 29, 2005",154.93,27.52,--,"12,206,250.00"
"Dec 28, 2005",153.93,27.36,--,"12,206,250.00"
"Dec 27, 2005",154.04,27.40,--,"12,206,250.00"
"Dec 23, 2005",153.53,27.28,1.15,"12,206,250.00"
"Dec 22, 2005",154.01,28.56,--,"12,206,250.00"
"Dec 21, 2005",153.62,28.48,--,"12,206,250.00"
"Dec 20, 2005",153.91,28.52,--,"12,337,500.00"
"Dec 19, 2005",153.99,28.56,--,"12,337,500.00"
"Dec 16, 2005",153.58,28.48,--,"12,337,500.00"
"Dec 15, 2005",153.68,28.48,--,"12,337,500.00"
"Dec 14, 2005",154.07,28.56,--,"12,675,000.00"
"Dec 13, 2005",154.10,28.56,--,"12,675,000.00"
"Dec 12, 2005",153.67,28.48,--,"12,675,000.00"
"Dec 09, 2005",154.24,28.60,--,"12,675,000.00"
"Dec 08, 2005",153.48,28.44,--,"12,675,000.00"
"Dec 07, 2005",152.63,28.28,--,"12,843,750.00"
"Dec 06, 2005",151.62,28.12,--,"12,843,750.00"
"Dec 05, 2005",151.20,28.04,--,"12,843,750.00"
"Dec 02, 2005",151.26,28.04,--,"12,843,750.00"
"Dec 01, 2005",151.68,28.12,--,"12,843,750.00"
"Nov 30, 2005",153.30,28.44,--,"13,162,500.00"
"Nov 29, 2005",153.70,28.48,--,"13,162,500.00"
"Nov 28, 2005",154.07,28.56,--,"13,162,500.00"
"Nov 25, 2005",154.71,28.68,--,"13,162,500.00"
"Nov 23, 2005",154.64,28.68,--,"13,162,500.00"
"Nov 22, 2005",154.55,28.64,--,"13,518,750.00"
"Nov 21, 2005",155.04,28.76,--,"13,725,000.00"
"Nov 18, 2005",154.08,28.56,--,"13,800,000.00"
"Nov 17, 2005",152.31,28.24,--,"13,800,000.00"
"Nov 16, 2005",152.47,28.28,--,"13,800,000.00"
"Nov 15, 2005",151.84,28.16,--,"13,800,000.00"
"Nov 14, 2005",152.66,28.32,--,"13,800,000.00"
"Nov 11, 2005",153.61,28.48,--,"13,800,000.00"
"Nov 10, 2005",153.98,28.56,--,"13,800,000.00"
"Nov 09, 2005",155.04,28.76,--,"13,800,000.00"
"Nov 08, 2005",155.53,28.84,--,"13,800,000.00"
"Nov 07, 2005",156.26,29.00,--,"13,800,000.00"
"Nov 04, 2005",155.94,28.92,--,"13,800,000.00"
"Nov 03, 2005",155.94,28.92,--,"13,800,000.00"
"Nov 02, 2005",155.94,28.92,--,"13,800,000.00"
"Nov 01, 2005",155.14,28.76,--,"13,800,000.00"
"Oct 31, 2005",155.14,28.76,--,"13,800,000.00"
"Oct 28, 2005",154.26,28.60,--,"13,800,000.00"
"Oct 27, 2005",154.22,28.60,--,"13,800,000.00"
"Oct 26, 2005",154.44,28.64,--,"13,800,000.00"
"Oct 25, 2005",154.33,28.64,--,"13,800,000.00"
"Oct 24, 2005",154.43,28.64,--,"13,856,250.00"
"Oct 21, 2005",155.19,28.80,--,"13,893,750.00"
"Oct 20, 2005",155.59,28.88,--,"13,950,000.00"
"Oct 19, 2005",156.08,28.96,--,"13,950,000.00"
"Oct 18, 2005",157.72,29.28,--,"14,025,000.00"
"Oct 17, 2005",157.85,29.28,--,"14,025,000.00"
"Oct 14, 2005",158.18,29.36,--,"14,025,000.00"
"Oct 13, 2005",158.30,29.36,--,"14,025,000.00"
"Oct 12, 2005",158.45,29.40,--,"14,025,000.00"
"Oct 11, 2005",158.54,29.40,--,"14,025,000.00"
"Oct 10, 2005",158.82,29.48,--,"14,025,000.00"
"Oct 07, 2005",158.00,29.32,--,"14,100,000.00"
"Oct 06, 2005",158.16,29.36,--,"14,100,000.00"
"Oct 05, 2005",158.51,29.40,--,"14,100,000.00"
"Oct 04, 2005",157.76,29.28,--,"14,100,000.00"
"Oct 03, 2005",157.94,29.32,--,"14,100,000.00"
"Sep 30, 2005",158.48,29.40,--,"14,100,000.00"
"Sep 29, 2005",157.61,29.24,--,"14,100,000.00"
"Sep 28, 2005",157.72,29.28,--,"14,100,000.00"
"Sep 27, 2005",158.56,29.44,--,"14,100,000.00"
"Sep 26, 2005",157.95,29.32,--,"14,175,000.00"
"Sep 23, 2005",157.16,29.16,--,"14,175,000.00"
"Sep 22, 2005",157.29,29.20,--,"14,081,250.00"
"Sep 21, 2005",157.16,29.16,--,"13,856,250.00"
"Sep 20, 2005",156.97,29.12,--,"13,856,250.00"
"Sep 19, 2005",157.23,29.20,--,"13,856,250.00"
"Sep 16, 2005",156.92,29.12,--,"13,856,250.00"
"Sep 15, 2005",156.37,29.04,--,"13,856,250.00"
"Sep 14, 2005",155.69,28.92,--,"13,856,250.00"
"Sep 13, 2005",155.85,28.92,--,"13,856,250.00"
"Sep 12, 2005",156.51,29.04,--,"13,593,750.00"
"Sep 09, 2005",156.17,29.00,--,"13,593,750.00"
"Sep 08, 2005",155.93,28.96,--,"13,593,750.00"
"Sep 07, 2005",156.35,29.04,--,"13,537,500.00"
"Sep 06, 2005",155.10,28.80,--,"13,537,500.00"
"Sep 02, 2005",155.30,28.84,--,"13,537,500.00"
"Sep 01, 2005",154.94,28.76,--,"13,481,250.00"
"Aug 31, 2005",154.81,28.76,--,"13,481,250.00"
"Aug 30, 2005",154.81,28.76,--,"13,481,250.00"
"Aug 29, 2005",154.49,28.68,--,"13,481,250.00"
"Aug 26, 2005",155.70,28.92,--,"13,481,250.00"
"Aug 25, 2005",155.63,28.92,--,"13,481,250.00"
"Aug 24, 2005",156.78,29.12,--,"13,481,250.00"
"Aug 23, 2005",156.37,29.04,--,"13,481,250.00"
"Aug 22, 2005",156.33,29.04,--,"13,481,250.00"
"Aug 19, 2005",156.89,29.12,--,"13,481,250.00"
"Aug 18, 2005",156.59,29.08,--,"13,481,250.00"
"Aug 17, 2005",156.92,29.16,--,"13,481,250.00"
"Aug 16, 2005",157.06,29.16,--,"13,481,250.00"
"Aug 15, 2005",158.05,29.36,--,"13,481,250.00"
"Aug 12, 2005",159.69,29.68,--,"13,406,250.00"
"Aug 11, 2005",159.58,29.64,--,"13,406,250.00"
"Aug 10, 2005",160.64,29.84,--,"13,406,250.00"
"Aug 09, 2005",161.24,29.96,--,"13,406,250.00"
"Aug 08, 2005",161.65,30.04,--,"13,406,250.00"
"Aug 05, 2005",160.57,29.84,--,"13,406,250.00"
"Aug 04, 2005",160.67,29.84,--,"13,406,250.00"
"Aug 03, 2005",162.38,30.16,--,"13,406,250.00"
"Aug 02, 2005",160.67,29.84,--,"13,406,250.00"
"Aug 01, 2005",160.17,29.76,--,"13,406,250.00"
"Jul 29, 2005",159.99,29.72,--,"13,293,750.00"
"Jul 28, 2005",159.45,29.64,--,"13,293,750.00"
"Jul 27, 2005",159.16,29.56,--,"13,293,750.00"
"Jul 26, 2005",160.00,29.72,--,"13,125,000.00"
"Jul 25, 2005",160.65,29.84,--,"12,637,500.00"
"Jul 22, 2005",159.03,29.56,--,"12,318,750.00"
"Jul 21, 2005",155.29,28.84,--,"12,318,750.00"
"Jul 20, 2005",155.62,28.92,--,"12,318,750.00"
"Jul 19, 2005",154.40,28.68,--,"12,318,750.00"
"Jul 18, 2005",154.00,28.60,--,"12,318,750.00"
"Jul 15, 2005",154.44,28.68,--,"12,318,750.00"
"Jul 14, 2005",154.98,28.80,--,"12,318,750.00"
"Jul 13, 2005",153.74,28.56,--,"12,318,750.00"
"Jul 12, 2005",154.12,28.64,--,"12,318,750.00"
"Jul 11, 2005",153.05,28.44,--,"12,318,750.00"
"Jul 08, 2005",151.85,28.20,--,"12,318,750.00"
"Jul 07, 2005",152.48,28.32,--,"12,150,000.00"
"Jul 06, 2005",151.71,28.20,--,"12,150,000.00"
"Jul 05, 2005",150.61,28.00,--,"12,225,000.00"
"Jul 01, 2005",149.75,27.84,--,"12,225,000.00"
"Jun 30, 2005",148.84,27.68,--,"12,225,000.00"
"Jun 29, 2005",149.02,27.68,--,"12,225,000.00"
"Jun 28, 2005",149.80,27.84,--,"12,225,000.00"
"Jun 27, 2005",149.23,27.76,--,"12,225,000.00"
"Jun 24, 2005",150.37,27.96,--,"12,225,000.00"
"Jun 23, 2005",151.12,28.08,--,"12,225,000.00"
"Jun 22, 2005",151.32,28.12,--,"12,225,000.00"
"Jun 21, 2005",149.63,27.80,--,"12,225,000.00"
"Jun 20, 2005",149.76,27.84,--,"12,225,000.00"
"Jun 17, 2005",149.94,27.88,--,"12,225,000.00"
"Jun 16, 2005",150.11,27.92,--,"12,225,000.00"
"Jun 15, 2005",150.61,28.00,--,"12,225,000.00"
"Jun 14, 2005",149.14,27.72,--,"12,225,000.00"
"Jun 13, 2005",149.45,27.80,--,"12,225,000.00"
"Jun 10, 2005",148.86,27.68,--,"12,225,000.00"
"Jun 09, 2005",147.16,27.36,--,"12,225,000.00"
"Jun 08, 2005",147.27,27.40,--,"12,225,000.00"
"Jun 07, 2005",146.69,27.28,--,"12,112,500.00"
"Jun 06, 2005",145.79,27.12,--,"12,112,500.00"
"Jun 03, 2005",144.85,26.96,--,"12,112,500.00"
"Jun 02, 2005",144.10,26.80,--,"12,112,500.00"
"Jun 01, 2005",144.03,26.80,--,"12,112,500.00"
"May 31, 2005",144.05,26.80,--,"12,112,500.00"
"May 27, 2005",145.21,27.00,--,"12,112,500.00"
"May 26, 2005",144.80,26.92,--,"12,112,500.00"
"May 25, 2005",145.56,27.08,--,"12,112,500.00"
"May 24, 2005",147.97,27.52,--,"12,112,500.00"
"May 23, 2005",147.61,27.44,--,"12,112,500.00"
"May 20, 2005",147.61,27.48,--,"12,112,500.00"
"May 19, 2005",148.59,27.64,--,"12,112,500.00"
"May 18, 2005",147.93,27.52,--,"11,962,500.00"
"May 17, 2005",148.74,27.68,--,"11,962,500.00"
"May 16, 2005",148.43,27.60,--,"11,962,500.00"
"May 13, 2005",148.85,27.68,--,"11,962,500.00"
"May 12, 2005",149.34,27.80,--,"11,962,500.00"
"May 11, 2005",150.39,27.96,--,"11,737,500.00"
"May 10, 2005",150.96,28.08,--,"11,587,500.00"
"May 09, 2005",150.87,28.08,--,"11,325,000.00"
"May 06, 2005",150.87,28.08,--,"11,325,000.00"
"May 05, 2005",151.51,28.20,--,"11,250,000.00"
"May 04, 2005",151.12,28.12,--,"11,250,000.00"
"May 03, 2005",149.13,27.76,--,"11,250,000.00"
"May 02, 2005",147.29,27.40,--,"11,250,000.00"
"Apr 29, 2005",147.29,27.40,--,"11,250,000.00"
"Apr 28, 2005",146.26,27.24,--,"11,250,000.00"
"Apr 27, 2005",146.01,27.16,--,"11,250,000.00"
"Apr 26, 2005",146.03,27.16,--,"11,250,000.00"
"Apr 25, 2005",146.03,27.16,--,"11,250,000.00"
"Apr 22, 2005",147.07,27.36,--,"11,250,000.00"
"Apr 21, 2005",145.68,27.12,--,"11,250,000.00"
"Apr 20, 2005",145.68,27.12,--,"11,250,000.00"
"Apr 19, 2005",145.20,27.04,--,"11,250,000.00"
"Apr 18, 2005",145.02,27.00,--,"11,250,000.00"
"Apr 15, 2005",146.38,27.24,--,"11,250,000.00"
"Apr 14, 2005",146.70,27.32,--,"11,250,000.00"
"Apr 13, 2005",146.35,27.24,--,"11,250,000.00"
"Apr 12, 2005",145.05,27.00,--,"11,250,000.00"
"Apr 11, 2005",145.76,27.12,--,"11,250,000.00"
"Apr 08, 2005",144.75,26.96,--,"11,250,000.00"
"Apr 07, 2005",144.41,26.88,--,"11,325,000.00"
"Apr 06, 2005",144.19,26.84,--,"11,325,000.00"
"Apr 05, 2005",145.74,27.12,--,"11,325,000.00"
"Apr 04, 2005",145.57,27.08,--,"11,325,000.00"
"Apr 01, 2005",146.72,27.32,--,"11,418,750.00"
"Mar 31, 2005",146.28,27.24,--,"11,418,750.00"
"Mar 30, 2005",147.32,27.40,--,"11,418,750.00"
"Mar 29, 2005",147.88,27.52,--,"11,418,750.00"
"Mar 28, 2005",148.45,27.64,--,"11,418,750.00"
"Mar 24, 2005",148.19,27.60,--,"11,418,750.00"
"Mar 23, 2005",147.89,27.52,--,"11,550,000.00"
"Mar 22, 2005",147.27,27.40,--,"11,550,000.00"
"Mar 21, 2005",148.43,27.64,--,"11,550,000.00"
